,Name,Album,Artist,URL
57,XO,i think you think too much of me,EDEN,https://open.spotify.com/track/0ZAiqymvbQUZAh9y6ZT3Rm
58,Coaster,American Teen,Khalid,https://open.spotify.com/track/39KG4kom3enSx4GTThuDGt
59,Not About Angels,Not About Angels,Birdy,https://open.spotify.com/track/5sF7hdYvhrcgNq8NZjfK8L
60,Let Her Go,All The Little Lights,Passenger,https://open.spotify.com/track/47UDiZQHAkVtMNhx6EjyOn
61,Save Your Tears,After Hours,The Weeknd,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
62,Breathe Me,Colour The Small One,Sia,https://open.spotify.com/track/7jqzZyJJLrpkRFYGpkqSK6
63,Hold Me While You Wait,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
64,Let You Down,Perception,NF,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
65,Say You Won't Let Go,Back from the Edge,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
66,I Need You,I Need You,ORYL,https://open.spotify.com/track/7pnH6vIlMvMlRiFTI55Sp3
67,Moonlight,YOU,Ali Gatie,https://open.spotify.com/track/6L4F4btXioJPhEwz6T7YYt
68,You're Beautiful,Back to Bedlam,James Blunt,https://open.spotify.com/track/0vg4WnUWvze6pBOJDTq99k
69,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
70,Yellow,Parachutes,Coldplay,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
71,Feel,Escapology,Robbie Williams,https://open.spotify.com/track/2Ms33RTRCT6gArrpcrPxmo
72,you broke me first,you broke me first,Tate McRae,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
73,No Surprises,OK Computer,Radiohead,https://open.spotify.com/track/1bSpwPhAxZwlR2enJJsv7U
74,All of Me,Love In The Future (Expanded Edition),John Legend,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
75,you were good to me (bonus track),love is not dying,Jeremy Zucker,https://open.spotify.com/track/0JnSoyZMTYZLWFVdVT1JFZ
76,Lie,Perception,NF,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc
77,this is how you fall in love,brent ii,Jeremy Zucker,https://open.spotify.com/track/1aEsTgCsv8nOjEgyEoRCpS
78,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
79,better off,glisten,Jeremy Zucker,https://open.spotify.com/track/7bdYxWPCs46dQ0XLwySOyv
80,a fireplace,a fireplace,Photography,https://open.spotify.com/track/5ejEESg4DFjjZd6sYjDUv7
81,ATLAS,ATLAS,JOLENE,https://open.spotify.com/track/0oD6TsXMFaf2kz0kqjtCmY
82,If You Want Love,Perception,NF,https://open.spotify.com/track/3i5qVV8azKqGFK4Gzdt5YS
83,I Fall Apart,Stoney (Deluxe),Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
84,Skinny Love,Birdy,Birdy,https://open.spotify.com/track/4RL77hMWUq35NYnPLXBpih
85,What I Need,What I Need,ORYL,https://open.spotify.com/track/5JGMeeK1tfvRoYYPtWvXdB
86,Can I Be Him,Back from the Edge,James Arthur,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
87,what did you expect,what did you expect,Brianna Bollinger,https://open.spotify.com/track/3LjeFlzW6vUTvimbKDngH2
88,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
89,I'm Not Enough and I'm Sorry,I'm Not Enough and I'm Sorry,Teqkoi,https://open.spotify.com/track/4P1L6AniTDJzANaubzWGYs
90,Let Me Down Slowly,Narrated For You,Alec Benjamin,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
91,Waves,A Place We Knew,Dean Lewis,https://open.spotify.com/track/6w8pFOKn42O418qwcQElZ3
92,You Are The Reason,Only Human (Deluxe),Calum Scott,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
93,brooklyn boy,brent ii,Jeremy Zucker,https://open.spotify.com/track/49NHhYyzUBQBwexsZxcjlN
94,One Day,One Day,Tate McRae,https://open.spotify.com/track/27r2uANqwK7XbsiAZnzf9e
95,July,THE END OF EVERYTHING,Noah Cyrus,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
96,Let Go,Let Go,ORYL,https://open.spotify.com/track/5rjjZeosL92WdfoL8Dt2Yv
97,All I Want,In A Perfect World (Expanded Edition),Kodaline,https://open.spotify.com/track/0NlGoUyOJSuSHmngoibVAs
98,Everyone Needs Someone,Everyone Needs Someone,Sebastian Krenz,https://open.spotify.com/track/0jPdnD9eFT3Pw6t8I7FzR4
99,Fall Apart,Fall Apart,Gidexen,https://open.spotify.com/track/7Fp8T6R9nn5BFcjHiBjUQC
